experiment,pioreactor_unit,timestamp,measured_rpm,timestamp_localtime,hours_since_experiment_created
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:32:01.862Z,490.8,2025-09-20 08:32:01.862,1.494444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:32:24.862Z,495.2,2025-09-20 08:32:24.862,1.500833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:32:47.862Z,503.4,2025-09-20 08:32:47.862,1.507222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:33:10.862Z,499.0,2025-09-20 08:33:10.862,1.513611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:33:33.862Z,509.1,2025-09-20 08:33:33.862,1.52
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:33:56.862Z,497.3,2025-09-20 08:33:56.862,1.526388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:34:19.862Z,486.0,2025-09-20 08:34:19.862,1.532777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:34:42.862Z,502.3,2025-09-20 08:34:42.862,1.539166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:35:05.862Z,481.1,2025-09-20 08:35:05.862,1.545555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:35:28.862Z,501.5,2025-09-20 08:35:28.862,1.551944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:35:51.862Z,510.3,2025-09-20 08:35:51.862,1.558333333333
